the_geom,BoroCode,BoroName,BoroCD,CounDist,AssemDist,StSenDist,CongDist,street,segmentid,Rank,PMP_ID,NTA2020,Boro,Category,NTAName,FEMAFldz,FEMAFldT,HrcEvac,SHAPE_Leng
"MULTILINESTRING ((-74.01469808306476 40.70740361197894, -74.01438184461045 40.70822414368678))",1,Manhattan,101,1,65,26,10,WASHINGTON STREET,23042,2,29799,MN0101,MN,Regional,Financial District-Battery Park City,"AE,X",",0.2 PCT ANNUAL CHANCE FLOOD HAZARD",1,311.536419744
"MULTILINESTRING ((-74.009487942921 40.72826385982535, -74.00934962039872 40.72898755592879))",1,Manhattan,102,3,66,"26,27",10,WASHINGTON STREET,31655,5,30630,MN0201,MN,Baseline,"SoHo-Little Italy-Hudson Square,West Village",X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,"1,2",266.437647225
"MULTILINESTRING ((-74.00934962039872 40.72898755592879, -74.00920815729023 40.72970648025044))",1,Manhattan,102,3,66,"26,27",10,WASHINGTON STREET,31657,3,30463,MN0203,MN,Neighborhood,"SoHo-Little Italy-Hudson Square,West Village",X,"0.2 PCT ANNUAL CHANCE FLOOD HAZARD,AREA OF MINIMAL FLOOD HAZARD","1,2,3",264.84477456
"MULTILINESTRING ((-74.01056130152288 40.722201657154166, -74.0104518247663 40.722859264148084))",1,Manhattan,101,1,66,26,10,WASHINGTON STREET,31589,3,30295,MN0102,MN,Neighborhood,Tribeca-Civic Center,AE,,1,241.500602657
"MULTILINESTRING ((-74.00990680739254 40.726072248052375, -74.00962305701627 40.72755692222085))",1,Manhattan,102,3,66,"26,27",10,WASHINGTON STREET,31631,5,30630,MN0201,MN,Baseline,SoHo-Little Italy-Hudson Square,"AE,X",",0.2 PCT ANNUAL CHANCE FLOOD HAZARD","1,2",546.600466059
"MULTILINESTRING ((-74.00892561399853 40.73115506849219, -74.0087839284881 40.73187289257435))",1,Manhattan,102,3,66,"26,27",10,WASHINGTON STREET,31677,3,31030,MN0203,MN,Neighborhood,West Village,X,AREA OF MINIMAL FLOOD HAZARD,"1,3,4",264.457380017
"MULTILINESTRING ((-74.00920815729023 40.72970648025044, -74.00907045548652 40.73043417318216))",1,Manhattan,102,3,66,"26,27",10,WASHINGTON STREET,31673,3,30905,MN0203,MN,Neighborhood,West Village,X,AREA OF MINIMAL FLOOD HAZARD,"1,2,3",267.854111415
"MULTILINESTRING ((-74.00855364212902 40.73340091018993, -74.00849166334858 40.73409436990026))",1,Manhattan,102,3,66,27,10,WASHINGTON STREET,31705,3,30908,MN0203,MN,Neighborhood,West Village,X,AREA OF MINIMAL FLOOD HAZARD,"1,4,5",253.232359336
"MULTILINESTRING ((-74.00825320585153 40.73696018040967, -74.00820601874646 40.73755381639886))",1,Manhattan,102,3,66,27,10,WASHINGTON STREET,31725,3,30838,MN0203,MN,Neighborhood,West Village,X,AREA OF MINIMAL FLOOD HAZARD,"1,3",216.675288417
"MULTILINESTRING ((-74.00820601874646 40.73755381639886, -74.00815390509531 40.73814168942047))",1,Manhattan,102,3,66,27,10,WASHINGTON STREET,31727,3,31069,MN0203,MN,Neighborhood,West Village,X,AREA OF MINIMAL FLOOD HAZARD,"1,3",214.667058263
"MULTILINESTRING ((-74.01438184461045 40.70822414368678, -74.01405467088301 40.709077490394755))",1,Manhattan,101,1,65,26,10,WASHINGTON STREET,23073,2,29950,MN0101,MN,Regional,Financial District-Battery Park City,AE,,1,323.861960465
"MULTILINESTRING ((-74.00833411034242 40.73590784758955, -74.00830847982905 40.73619215324497))",1,Manhattan,102,3,66,27,10,WASHINGTON STREET,301961,3,30934,MN0203,MN,Neighborhood,West Village,X,AREA OF MINIMAL FLOOD HAZARD,"1,3",103.824760262
"MULTILINESTRING ((-74.01565392479941 40.70493650171191, -74.01516233489359 40.70618908799484))",1,Manhattan,101,1,65,26,10,WASHINGTON STREET,326297,2,30090,MN0101,MN,Regional,Financial District-Battery Park City,AE,,1,476.273622117
"MULTILINESTRING ((-74.01516233489359 40.70618908799484, -74.01513384148643 40.70626168917052))",1,Manhattan,101,1,65,26,10,WASHINGTON STREET,326298,2,30090,MN0101,MN,Regional,Financial District-Battery Park City,AE,,1,27.6053117878
"MULTILINESTRING ((-74.00837038045863 40.73550554580516, -74.00834595965388 40.73577642392543))",1,Manhattan,102,3,66,27,10,WASHINGTON STREET,301956,3,30934,MN0203,MN,Neighborhood,West Village,X,AREA OF MINIMAL FLOOD HAZARD,"1,3,4",98.9212099387
"MULTILINESTRING ((-74.00834595965388 40.73577642392543, -74.00833411034242 40.73590784758955))",1,Manhattan,102,3,66,27,10,WASHINGTON STREET,301960,3,30934,MN0203,MN,Neighborhood,West Village,X,AREA OF MINIMAL FLOOD HAZARD,"1,3",47.9942519194
"MULTILINESTRING ((-74.00841871664998 40.734978511058266, -74.00837038045863 40.73550554580516))",1,Manhattan,102,3,66,27,10,WASHINGTON STREET,294645,3,31101,MN0203,MN,Neighborhood,West Village,X,AREA OF MINIMAL FLOOD HAZARD,"1,3,4",192.48202991
"MULTILINESTRING ((-74.00843635280452 40.7348143210642, -74.00841871664998 40.734978511058266))",1,Manhattan,102,3,66,27,10,WASHINGTON STREET,294644,3,31101,MN0203,MN,Neighborhood,West Village,X,AREA OF MINIMAL FLOOD HAZARD,"1,4",60.0189174646
"MULTILINESTRING ((-74.01565392479941 40.70493650171191, -74.01516233489359 40.70618908799484))",1,Manhattan,101,1,65,26,10,WASHINGTON STREET,326297,2,30090,MN0101,MN,Regional,Financial District-Battery Park City,AE,,1,476.273622117
"MULTILINESTRING ((-74.01565392479941 40.70493650171191, -74.01516233489359 40.70618908799484))",1,Manhattan,101,1,65,26,10,WASHINGTON STREET,326297,2,30090,MN0101,MN,Regional,Financial District-Battery Park City,AE,,1,476.273622117
"MULTILINESTRING ((-74.00569066810948 40.70637506225782, -74.00500225440285 40.7068525183177))",1,Manhattan,101,1,65,26,10,WATER STREET,23318,1,29813,MN0101,MN,Global,Financial District-Battery Park City,AE,,1,258.241357355
"MULTILINESTRING ((-74.0060203950026 40.70614236325506, -74.00569066810948 40.70637506225782))",1,Manhattan,101,1,65,26,10,WATER STREET,23315,1,29777,MN0101,MN,Global,Financial District-Battery Park City,AE,,1,124.678931014
"MULTILINESTRING ((-74.00676557731123 40.70562379749634, -74.0060203950026 40.70614236325506))",1,Manhattan,101,1,65,26,10,WATER STREET,23308,1,29814,MN0101,MN,Global,Financial District-Battery Park City,AE,,1,279.965093895
"MULTILINESTRING ((-73.98361462138993 40.71132564090561, -73.98331769661226 40.7113418353692))",1,Manhattan,103,"1,2",65,26,7,WATER STREET,24534,3,31418,MN0302,MN,Neighborhood,Lower East Side,X,AREA OF MINIMAL FLOOD HAZARD,"2,4",82.5287274938
"MULTILINESTRING ((-74.00310838309684 40.70767141090461, -74.0020511100915 40.70819745288497))",1,Manhattan,101,1,65,26,10,WATER STREET,215625,2,29909,MN0101,MN,Regional,Financial District-Battery Park City,AE,,1,350.220040139
"MULTILINESTRING ((-74.01020028895246 40.70328219176509, -74.00898755324133 40.70408482794107))",1,Manhattan,101,1,65,26,10,WATER STREET,23137,1,30010,MN0101,MN,Global,Financial District-Battery Park City,AE,,1,445.618589089
"MULTILINESTRING ((-74.00878919259463 40.70421090227653, -74.00812645286996 40.70467179677727))",1,Manhattan,101,1,65,26,10,WATER STREET,23148,1,30057,MN0101,MN,Global,Financial District-Battery Park City,AE,,1,248.920523167
"MULTILINESTRING ((-74.01282671107701 40.70240862624739, -74.01231160786881 40.70268653271119))",1,Manhattan,101,1,65,26,10,WATER STREET,23010,1,29966,MN0101,MN,Global,Financial District-Battery Park City,AE,,1,175.070940819
"MULTILINESTRING ((-74.01282671107701 40.70240862624739, -74.01231160786881 40.70268653271119))",1,Manhattan,101,1,65,26,10,WATER STREET,23010,1,29966,MN0101,MN,Global,Financial District-Battery Park City,AE,,1,175.070940819
"MULTILINESTRING ((-74.01231160786881 40.70268653271119, -74.0122568649823 40.70271043723576, -74.01220163087994 40.70273367810912, -74.01214591857772 40.70275624902566, -74.01208974345833 40.70277814548039, -74.01203311972122 40.70279936116767, -74.0119760603824 40.7028198897819, -74.01191858082528 40.70283972861928, -74.01186069524915 40.70285887047361, -74.01180241785396 40.702877310840286, -74.01174376283973 40.70289504611528, -74.01168474677283 40.70291207089319, -74.01162538267032 40.70292838157014, -74.01156568591544 40.702943973641474, -74.01150567189183 40.70295884350308))",1,Manhattan,101,1,65,26,10,WATER STREET,23016,1,29887,MN0101,MN,Global,Financial District-Battery Park City,AE,,1,244.995077724
"MULTILINESTRING ((-74.00739218802947 40.70518268844746, -74.00676557731123 40.70562379749634))",1,Manhattan,101,1,65,26,10,WATER STREET,23302,1,29811,MN0101,MN,Global,Financial District-Battery Park City,AE,,1,236.665672025
"MULTILINESTRING ((-74.00500225440285 40.7068525183177, -74.00405660256759 40.70743678111505))",1,Manhattan,101,1,65,26,10,WATER STREET,23329,1,29785,MN0101,MN,Global,Financial District-Battery Park City,AE,,1,337.714727157
"MULTILINESTRING ((-73.98478406152427 40.71122878939365, -73.98391366463274 40.71130333240456))",1,Manhattan,103,1,65,26,7,WATER STREET,24525,3,31189,MN0302,MN,Neighborhood,"Chinatown-Two Bridges,Lower East Side",X,AREA OF MINIMAL FLOOD HAZARD,"2,4",242.827083894
"MULTILINESTRING ((-74.00500225440285 40.7068525183177, -74.00405660256759 40.70743678111505))",1,Manhattan,101,1,65,26,10,WATER STREET,23329,1,29785,MN0101,MN,Global,Financial District-Battery Park City,AE,,1,337.714727157
"MULTILINESTRING ((-74.00812645286996 40.70467179677727, -74.00739218802947 40.70518268844746))",1,Manhattan,101,1,65,26,10,WATER STREET,23185,1,30057,MN0101,MN,Global,Financial District-Battery Park City,AE,,1,275.846676842
"MULTILINESTRING ((-74.01282671107701 40.70240862624739, -74.01231160786881 40.70268653271119))",1,Manhattan,101,1,65,26,10,WATER STREET,23010,1,29966,MN0101,MN,Global,Financial District-Battery Park City,AE,,1,175.070940819
"MULTILINESTRING ((-74.01150567189183 40.70295884350308, -74.01020028895246 40.70328219176509))",1,Manhattan,101,1,65,26,10,WATER STREET,23018,1,30010,MN0101,MN,Global,Financial District-Battery Park City,AE,,1,380.630011088
"MULTILINESTRING ((-73.98170484971817 40.711456181239534, -73.98151992601039 40.71146935859264))",1,Manhattan,103,"1,2",65,26,7,WATER STREET,9005954,3,31488,MN0302,MN,Neighborhood,Lower East Side,X,AREA OF MINIMAL FLOOD HAZARD,"2,4",51.4912829246
"MULTILINESTRING ((-73.98229784439256 40.71141392113231, -73.98224077172328 40.71141798895403))",1,Manhattan,103,"1,2",65,26,7,WATER STREET,9009661,3,31488,MN0302,MN,Neighborhood,Lower East Side,X,AREA OF MINIMAL FLOOD HAZARD,"2,4",15.8917037539
"MULTILINESTRING ((-73.98331769661226 40.7113418353692, -73.98320159070659 40.71134951154857))",1,Manhattan,103,"1,2",65,26,7,WATER STREET,9005937,3,31488,MN0302,MN,Neighborhood,Lower East Side,X,AREA OF MINIMAL FLOOD HAZARD,"2,4",32.3097271741
"MULTILINESTRING ((-73.98320159070659 40.71134951154857, -73.98310326817219 40.71135651934194))",1,Manhattan,103,"1,2",65,26,7,WATER STREET,9005939,3,31488,MN0302,MN,Neighborhood,Lower East Side,X,AREA OF MINIMAL FLOOD HAZARD,"2,4",27.3776204793
"MULTILINESTRING ((-73.98310326817219 40.71135651934194, -73.98301575870876 40.71136275600887))",1,Manhattan,103,"1,2",65,26,7,WATER STREET,9005940,3,31488,MN0302,MN,Neighborhood,Lower East Side,X,AREA OF MINIMAL FLOOD HAZARD,"2,4",24.3667352985
"MULTILINESTRING ((-73.98310326817219 40.71135651934194, -73.98301575870876 40.71136275600887))",1,Manhattan,103,"1,2",65,26,7,WATER STREET,9005940,3,31488,MN0302,MN,Neighborhood,Lower East Side,X,AREA OF MINIMAL FLOOD HAZARD,"2,4",24.3667352985
"MULTILINESTRING ((-73.98301575870876 40.71136275600887, -73.98291710950575 40.71136978700832))",1,Manhattan,103,"1,2",65,26,7,WATER STREET,9005941,3,31488,MN0302,MN,Neighborhood,Lower East Side,X,AREA OF MINIMAL FLOOD HAZARD,"2,4",27.4685723739
"MULTILINESTRING ((-73.98291710950575 40.71136978700832, -73.98281669340528 40.71137694373096))",1,Manhattan,103,"1,2",65,26,7,WATER STREET,9005942,3,31488,MN0302,MN,Neighborhood,Lower East Side,X,AREA OF MINIMAL FLOOD HAZARD,"2,4",27.9605495927
"MULTILINESTRING ((-73.98281669340528 40.71137694373096, -73.98270344168448 40.711385015158136))",1,Manhattan,103,"1,2",65,26,7,WATER STREET,9005943,3,31488,MN0302,MN,Neighborhood,Lower East Side,X,AREA OF MINIMAL FLOOD HAZARD,"2,4",31.5345810742
"MULTILINESTRING ((-73.98281669340528 40.71137694373096, -73.98270344168448 40.711385015158136))",1,Manhattan,103,"1,2",65,26,7,WATER STREET,9005943,3,31488,MN0302,MN,Neighborhood,Lower East Side,X,AREA OF MINIMAL FLOOD HAZARD,"2,4",31.5345810742
"MULTILINESTRING ((-73.98270344168448 40.711385015158136, -73.98259487872967 40.711392753093435))",1,Manhattan,103,"1,2",65,26,7,WATER STREET,9005944,3,31488,MN0302,MN,Neighborhood,Lower East Side,X,AREA OF MINIMAL FLOOD HAZARD,"2,4",30.2290285062
"MULTILINESTRING ((-73.98270344168448 40.711385015158136, -73.98259487872967 40.711392753093435))",1,Manhattan,103,"1,2",65,26,7,WATER STREET,9005944,3,31488,MN0302,MN,Neighborhood,Lower East Side,X,AREA OF MINIMAL FLOOD HAZARD,"2,4",30.2290285062
"MULTILINESTRING ((-73.98259487872967 40.711392753093435, -73.98250938812187 40.71139884559892))",1,Manhattan,103,"1,2",65,26,7,WATER STREET,9005945,3,31488,MN0302,MN,Neighborhood,Lower East Side,X,AREA OF MINIMAL FLOOD HAZARD,"2,4",23.8045689574
"MULTILINESTRING ((-73.98250938812187 40.71139884559892, -73.98243460764397 40.71140417514205))",1,Manhattan,103,"1,2",65,26,7,WATER STREET,9005946,3,31488,MN0302,MN,Neighborhood,Lower East Side,X,AREA OF MINIMAL FLOOD HAZARD,"2,4",20.8223780399
"MULTILINESTRING ((-73.98250938812187 40.71139884559892, -73.98243460764397 40.71140417514205))",1,Manhattan,103,"1,2",65,26,7,WATER STREET,9005946,3,31488,MN0302,MN,Neighborhood,Lower East Side,X,AREA OF MINIMAL FLOOD HAZARD,"2,4",20.8223780399
"MULTILINESTRING ((-73.98243460764397 40.71140417514205, -73.98235445669592 40.7114098865306))",1,Manhattan,103,"1,2",65,26,7,WATER STREET,9005947,3,31488,MN0302,MN,Neighborhood,Lower East Side,X,AREA OF MINIMAL FLOOD HAZARD,"2,4",22.3177352594
"MULTILINESTRING ((-73.98243460764397 40.71140417514205, -73.98235445669592 40.7114098865306))",1,Manhattan,103,"1,2",65,26,7,WATER STREET,9005947,3,31488,MN0302,MN,Neighborhood,Lower East Side,X,AREA OF MINIMAL FLOOD HAZARD,"2,4",22.3177352594
"MULTILINESTRING ((-73.98224077172328 40.71141798895403, -73.98209070770652 40.71142868358486))",1,Manhattan,103,"1,2",65,26,7,WATER STREET,9005949,3,31488,MN0302,MN,Neighborhood,Lower East Side,X,AREA OF MINIMAL FLOOD HAZARD,"2,4",41.7848077225
"MULTILINESTRING ((-73.98224077172328 40.71141798895403, -73.98209070770652 40.71142868358486))",1,Manhattan,103,"1,2",65,26,7,WATER STREET,9005949,3,31488,MN0302,MN,Neighborhood,Lower East Side,X,AREA OF MINIMAL FLOOD HAZARD,"2,4",41.7848077225
"MULTILINESTRING ((-73.98209070770652 40.71142868358486, -73.98187417320882 40.711444115065895))",1,Manhattan,103,"1,2",65,26,7,WATER STREET,9005950,3,31488,MN0302,MN,Neighborhood,Lower East Side,X,AREA OF MINIMAL FLOOD HAZARD,"2,4",60.2932615715
"MULTILINESTRING ((-73.98187417320882 40.711444115065895, -73.98181279157184 40.711448489071095))",1,Manhattan,103,"1,2",65,26,7,WATER STREET,9005951,3,31488,MN0302,MN,Neighborhood,Lower East Side,X,AREA OF MINIMAL FLOOD HAZARD,"2,4",17.0914826406
"MULTILINESTRING ((-73.98181279157184 40.711448489071095, -73.98175801709023 40.71145239222306))",1,Manhattan,103,"1,2",65,26,7,WATER STREET,9005952,3,31488,MN0302,MN,Neighborhood,Lower East Side,X,AREA OF MINIMAL FLOOD HAZARD,"2,4",15.2517433868
"MULTILINESTRING ((-73.98175801709023 40.71145239222306, -73.98170484971817 40.711456181239534))",1,Manhattan,103,"1,2",65,26,7,WATER STREET,9005953,3,31488,MN0302,MN,Neighborhood,Lower East Side,X,AREA OF MINIMAL FLOOD HAZARD,"2,4",14.8042621472
"MULTILINESTRING ((-73.98170484971817 40.711456181239534, -73.98151992601039 40.71146935859264))",1,Manhattan,103,"1,2",65,26,7,WATER STREET,9005954,3,31488,MN0302,MN,Neighborhood,Lower East Side,X,AREA OF MINIMAL FLOOD HAZARD,"2,4",51.4912829246
"MULTILINESTRING ((-73.98170484971817 40.711456181239534, -73.98151992601039 40.71146935859264))",1,Manhattan,103,"1,2",65,26,7,WATER STREET,9005954,3,31488,MN0302,MN,Neighborhood,Lower East Side,X,AREA OF MINIMAL FLOOD HAZARD,"2,4",51.4912829246
"MULTILINESTRING ((-73.98170484971817 40.711456181239534, -73.98151992601039 40.71146935859264))",1,Manhattan,103,"1,2",65,26,7,WATER STREET,9005954,3,31488,MN0302,MN,Neighborhood,Lower East Side,X,AREA OF MINIMAL FLOOD HAZARD,"2,4",51.4912829246
"MULTILINESTRING ((-73.98151992601039 40.71146935859264, -73.98141412848972 40.7114768977459))",1,Manhattan,103,"1,2",65,26,7,WATER STREET,9005955,3,31488,MN0302,MN,Neighborhood,Lower East Side,X,AREA OF MINIMAL FLOOD HAZARD,"2,4",29.4589079479
"MULTILINESTRING ((-73.98141412848972 40.7114768977459, -73.9813504982482 40.71148143233293))",1,Manhattan,103,"1,2",65,26,7,WATER STREET,9005956,3,31488,MN0302,MN,Neighborhood,Lower East Side,X,AREA OF MINIMAL FLOOD HAZARD,"2,4",17.7176011622
"MULTILINESTRING ((-73.98141412848972 40.7114768977459, -73.9813504982482 40.71148143233293))",1,Manhattan,103,"1,2",65,26,7,WATER STREET,9005956,3,31488,MN0302,MN,Neighborhood,Lower East Side,X,AREA OF MINIMAL FLOOD HAZARD,"2,4",17.7176011622
"MULTILINESTRING ((-73.98071660485381 40.711526600172135, -73.98062039543179 40.711533454912896))",1,Manhattan,103,"1,2",65,26,7,WATER STREET,9005958,3,31488,MN0302,MN,Neighborhood,Lower East Side,X,AREA OF MINIMAL FLOOD HAZARD,"2,3,4",26.7890770225
"MULTILINESTRING ((-74.0014297805199 40.70850702558094, -74.00086011092448 40.70879094708075))",1,Manhattan,101,1,65,26,10,WATER STREET,313721,2,29964,MN0101,MN,Regional,Financial District-Battery Park City,AE,,1,188.797443457
"MULTILINESTRING ((-74.00189948329651 40.708272922821735, -74.00146883951197 40.708487558740835))",1,Manhattan,101,1,65,26,10,WATER STREET,313718,2,29964,MN0101,MN,Regional,Financial District-Battery Park City,AE,,1,142.723395069
"MULTILINESTRING ((-74.00146883951197 40.708487558740835, -74.0014297805199 40.70850702558094))",1,Manhattan,101,1,65,26,10,WATER STREET,313720,2,29964,MN0101,MN,Regional,Financial District-Battery Park City,AE,,1,12.9447761921
"MULTILINESTRING ((-73.99621538660138 40.70977275214669, -73.9960759382133 40.70979362402275))",1,Manhattan,103,1,65,26,7,WATER STREET,162548,4,31186,MN0301,MN,Community,Chinatown-Two Bridges,AE,,1,39.4014425095
"MULTILINESTRING ((-73.9960759382133 40.70979362402275, -73.99410214448699 40.71008680560882))",1,Manhattan,103,1,65,26,7,WATER STREET,162549,4,31186,MN0301,MN,Community,Chinatown-Two Bridges,AE,,1,557.541120291
"MULTILINESTRING ((-73.99638559718628 40.70975070680533, -73.99621538660138 40.70977275214669))",1,Manhattan,103,1,65,26,7,WATER STREET,182940,4,31186,MN0301,MN,Community,Chinatown-Two Bridges,AE,,1,47.8678613617
"MULTILINESTRING ((-74.00611672365216 40.723745730367, -74.00747482357103 40.72389642247382))",1,Manhattan,102,"3,1",66,26,10,WATTS STREET,106027,3,30267,MN0201,MN,Neighborhood,SoHo-Little Italy-Hudson Square,X,AREA OF MINIMAL FLOOD HAZARD,2,380.423011936
"MULTILINESTRING ((-74.0094257469392 40.72408887300376, -74.01022308942318 40.72416926456813))",1,Manhattan,101,1,66,26,10,WATTS STREET,31632,3,30252,MN0102,MN,Neighborhood,Tribeca-Civic Center,"AE,X",",0.2 PCT ANNUAL CHANCE FLOOD HAZARD","1,2",222.940094256
"MULTILINESTRING ((-74.00855774946092 40.72400435415635, -74.0094257469392 40.72408887300376))",1,Manhattan,101,1,66,26,10,WATTS STREET,31644,3,30349,MN0102,MN,Neighborhood,Tribeca-Civic Center,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,"1,2",242.554793694
"MULTILINESTRING ((-74.00382928992389 40.72344931847255, -74.0047857491106 40.723624837876734))",1,Manhattan,102,"3,1",66,26,10,WATTS STREET,32100,3,30573,MN0201,MN,Neighborhood,SoHo-Little Italy-Hudson Square,"AE,X",",0.2 PCT ANNUAL CHANCE FLOOD HAZARD,AREA OF MINIMAL FLOOD HAZARD",2,272.717355311
"MULTILINESTRING ((-74.00298147088617 40.72330841384095, -74.00382928992389 40.72344931847255))",1,Manhattan,102,"3,1",66,26,10,WATTS STREET,32108,3,30429,MN0201,MN,Neighborhood,SoHo-Little Italy-Hudson Square,AE,,2,240.5433275
"MULTILINESTRING ((-74.00298147088617 40.72330841384095, -74.00382928992389 40.72344931847255))",1,Manhattan,102,"3,1",66,26,10,WATTS STREET,32108,3,30429,MN0201,MN,Neighborhood,SoHo-Little Italy-Hudson Square,AE,,2,240.5433275
"MULTILINESTRING ((-74.0047857491106 40.723624837876734, -74.00611672365216 40.723745730367))",1,Manhattan,102,"3,1",66,26,10,WATTS STREET,31877,3,30470,MN0201,MN,Neighborhood,SoHo-Little Italy-Hudson Square,X,AREA OF MINIMAL FLOOD HAZARD,2,371.542515236
"MULTILINESTRING ((-74.00838196547612 40.72398568152067, -74.00855774946092 40.72400435415635))",1,Manhattan,101,1,66,26,10,WATTS STREET,164150,3,30349,MN0102,MN,Neighborhood,Tribeca-Civic Center,"AE,X",",0.2 PCT ANNUAL CHANCE FLOOD HAZARD","1,2",49.1966243136
"MULTILINESTRING ((-74.00157447249335 40.73512780605458, -74.00169304446287 40.735534590776))",1,Manhattan,102,3,66,27,10,WAVERLY PLACE,32258,4,30950,MN0203,MN,Community,West Village,X,AREA OF MINIMAL FLOOD HAZARD,5,151.803706453
"MULTILINESTRING ((-73.99406422046577 40.729977855659904, -73.99482160157272 40.73034986614848))",1,Manhattan,102,1,66,27,"10,12",WAVERLY PLACE,32605,2,30789,MN0202,MN,Regional,Greenwich Village,X,AREA OF MINIMAL FLOOD HAZARD,,249.865750177
