ConditionHazard #,Class,Number,Type,Extent,Problem,Location/Comments,Priority,Cause,Feature #
8765,Condition,1,,2,,Stall locks broken,,0,42360
8780,Condition,1,No Paper Towels / Hand Dryer,1,,,,1,42428
1563,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,7096
1597,Condition,1,Dispensers Missing Soap,1,,,,0,7196
1598,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,7196
1599,Condition,1,No Toilet Paper,1,,,,0,7196
1761,Condition,1,Dispensers Missing Soap,1,,,,0,7832
1762,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,7832
12054,Condition,1,No Paper Towels / Hand Dryer,1,,,,1,60035
12104,Condition,1,,1,,Soap Globe damaged.,,0,60369
12117,Condition,3,Fixture Deterioration,2,,light covers missing,,0,60433
12175,Condition,2,Grime,2,Moderate,on toilets,,1,60776
12264,Condition,,Urinals OOS,1,,,,0,61310
11325,Condition,1,Dispensers Missing Soap,1,,,,1,55053
11338,Condition,,,,,Burn marks on ceiling,,0,55119
11339,Condition,1,Dispensers Missing Soap,1,,,,1,55121
11340,Condition,1,No Toilet Paper,1,,,,1,55121
11362,Condition,1,Dispensers Missing Soap,1,,,,1,55296
9621,Condition,,,,,Faucet is loose,,0,46104
9715,Condition,2,No Toilet Paper,2,,,,1,46640
9716,Condition,1,No Paper Towels / Hand Dryer,1,,,,1,46640
9862,Condition,,Ceiling Deterioration,,Light,,,0,47499
9867,Condition,1,,1,,changing table missing child restrain strap.,,0,47499
6083,Condition,1,Dispensers Missing Soap,1,,,,1,29794
13104,Condition,1,Dispensers Missing Soap,1,,,,1,67721
13144,Condition,,No Toilet Paper,,,,,1,67989
13173,Condition,,Marker,,,on wall.,,,68123
2914,Condition,1,Dispensers Missing Soap,1,,,,0,13716
2915,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,13716
3046,Condition,1,Litter,1,,light litter/feces on wall,,0,14382
3047,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,14384
3155,Condition,1,No Paper Towels / Hand Dryer,,,,,0,14916
13879,Condition,,Spray Paint,,Light,Outside wall,,0,75275
12272,Condition,1,,1,,scratches on paper towel dispenser,,0,61335
12274,Condition,1,Soap Globe Missing,1,,,,0,61337
12515,Condition,1,Dispensers Missing Soap,1,,,,1,62850
12516,Condition,1,No Paper Towels / Hand Dryer,1,,,,1,62850
12576,Condition,1,Dispensers Missing Soap,1,,,,1,63243
12577,Condition,1,No Toilet Paper,1,,,,1,63243
12658,Condition,,,,Moderate,Improper storage,,1,63818
12674,Condition,,,,,Scratches on stall wall.,,,63845
4198,Condition,1,Dispensers Missing Soap,2,,,,0,20891
4277,Condition,,Litter,,Light,,,0,21293
4278,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,21295
4414,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,21795
4485,Condition,,Litter,,Moderate,non-hazardous storage under sink,,0,22131
15686,Condition,1,,2,,Sink constantly running.,,0,90126
15715,Condition,,Soap Dispensers Damaged,,,,,0,90415
15726,Condition,,Litter,,Moderate,at restroom.,,1,90485
15755,Condition,,Litter,,Light,,,0,90717
7632,Condition,,,,Light,chipping paint on ceiling,,0,36501
7673,Condition,1,Hand Dryers Broken,1,,,,1,36544
7824,Condition,1,Dispensers Missing Soap,1,,,,1,37080
7990,Condition,,,,,Sticker on mirror,,0,37807
7995,Condition,,Litter,,Light,in stall,,0,37816
10020,Condition,,Wall Deterioration,,Moderate,throughout room,,0,48537
10084,Condition,1,No Toilet Paper,3,,,,1,48971
10214,Condition,1,Wall Deterioration,2,Light,stall door lock broken,,0,49914
10227,Condition,,Litter,,Light,at toilet.,,0,50016
10336,Condition,1,Fixture Deterioration,1,Light,missing light cover,,0,50548
10337,Condition,1,Dispensers Missing Soap,1,,,,1,50550
14963,Condition,1,Dispensers Missing Soap,1,,,,1,83765
5104,Condition,,Dispensers Missing Soap,,,,,0,25326
5105,Condition,,No Paper Towels / Hand Dryer,,,,,0,25326
6273,Condition,1,Dispensers Missing Soap,1,,womens room,,1,30873
6274,Condition,1,Sinks OOS,3,,no water,,0,30874
6275,Condition,1,Toilets OOS,4,,doesn't flush,,0,30874
6348,Condition,1,No Toilet Paper,2,,mens room,,1,31341
6339,Condition,1,Toilet Paper Dispensers Missing,2,,men's room,,1,31342
6381,Condition,1,,1,,lock missing on stall door,,0,31578
6480,Condition,1,Urinals OOS,2,Light,edges of metal urinal fixed with duct tape,,0,32060
6483,Condition,,Fixture Deterioration,,Light,some lights out but not rated a hazard,,0,32060
6836,Condition,1,,2,,stall door broken,,0,33332
2033,Condition,1,Dispensers Missing Soap,1,,,,0,9364
2034,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,9364
2035,Condition,1,No Toilet Paper,1,,at least 50% had no paper,,0,9364
2062,Condition,1,Dispensers Missing Soap,1,,,,0,9432
2593,Condition,1,Dispensers Missing Soap,1,,,,0,11622
2594,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,11622
702,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,2916
750,Condition,1,Dispensers Missing Soap,1,,,,0,2947
709,Condition,1,Soap Globe Missing,1,,,,0,2948
817,Condition,,Litter,,Light,in stall.,,0,3484
956,Condition,,Litter,,Light,in stalls,,0,4069
954,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,4152
978,Condition,1,Dispensers Missing Soap,1,,,,0,4270
1103,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,4702
3748,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,18224
3792,Condition,,,,,,,0,18756
3793,Condition,,,,,,,0,18756
3818,Condition,1,Soap Globe Missing,1,,,,0,19027
3831,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,19160
3845,Condition,1,Spray Paint,1,,on toilet seat,,0,19309
3872,Condition,1,Toilets OOS,1,,,,0,19459
3871,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,19460
3920,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,19728
5254,Condition,,Hand Dryers Broken,,,,,0,25929
5265,Condition,2,No Toilet Paper,2,,,,0,25993
5543,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,27229
5641,Condition,1,Dispensers Missing Soap,1,,,,0,27665
5642,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,27665
5671,Condition,,No Paper Towels / Hand Dryer,,,,,0,27765
5683,Condition,1,Soap Dispensers Missing,1,,,,0,27798
8073,Condition,,Spray Paint,,,on ceiling and light,,0,38179
8147,Condition,1,Dispensers Missing Soap,1,,,,1,38529
8148,Condition,1,No Paper Towels / Hand Dryer,1,,,,1,38529
8166,Condition,,,,,Soap is provided in a plastic blottle and not in the stainless dispenser.,,0,38730
8337,Condition,,,,,stickers on stalls,,0,39948
10819,Condition,1,Dispensers Missing Soap,1,,,,1,52834
10820,Condition,3,No Toilet Paper,3,Heavy,,,1,52834
10859,Condition,1,No Paper Towels / Hand Dryer,1,,,,1,52883
10878,Condition,,Litter,,Light,adj stall,,0,53002
10919,Condition,1,,1,,No liquid soap available,,1,53269
10920,Condition,1,Dispensers Missing Soap,2,,(soap available in other dispenser),,0,53270
11309,Condition,,Marker,,,on stall wall.,,0,55005
11310,Condition,1,Dispensers Missing Soap,1,,,,1,55006
11311,Condition,2,No Toilet Paper,5,,,,0,55006
6974,Condition,2,Dispensers Missing Soap,2,,,,1,33831
6975,Condition,2,No Toilet Paper,2,,,,1,33831
6981,Condition,1,,2,,mirror missing,,0,33831
6973,Condition,1,,2,,urinal with constantly running water,,0,33832
7054,Condition,1,Wall Deterioration,1,,stall door lock broken,,1,34332
7055,Condition,1,Toilets OOS,1,,doesn't flush,,1,34332
7062,Condition,1,Urinals OOS,1,,drain clogged,,0,34385
7063,Condition,1,Stalls Missing Doors,1,,,,0,34385
7110,Condition,3,No Toilet Paper,8,,,,0,34667
7197,Condition,,Litter,,Light,on toilet,,0,34967
7198,Condition,1,No Paper Towels / Hand Dryer,1,,,,1,34968
7269,Condition,1,Dispensers Missing Soap,2,,,,0,35136
7295,Condition,1,Stalls Missing Doors,1,,,,0,35185
7328,Condition,1,Dispensers Missing Soap,1,,,,1,35304
15076,Condition,,Litter,,Light,toilet stall,,0,85144
15990,Condition,,Marker,,Light,on stall door,,0,92657
16016,Condition,1,Toilet Paper Dispensers Missing,3,,,,0,92791
9293,Condition,,No Paper Towels / Hand Dryer,,,,,1,44698
9338,Condition,1,Dispensers Missing Soap,1,,,,1,44866
16490,Condition,,Litter,,Light,,,0,98012
14002,Condition,1,Hand Dryers Broken,1,,,,1,76254
14075,Condition,1,No Paper Towels / Hand Dryer,1,,,,1,76886
14079,Condition,,No Toilet Paper,,Heavy,in stall,,1,76922
14366,Condition,1,No Toilet Paper,1,,,,1,78883
14367,Condition,1,No Toilet Paper,1,,,,1,78887
15150,Condition,,Litter,,Light,,,0,85846
13394,Condition,,Litter,,Light,,,,69800
13418,Condition,,Marker,,Light,on wall,,,70034
13466,Condition,1,No Toilet Paper,1,,,,1,70361
13480,Condition,,Spray Paint,,Moderate,on wall and stall,,0,70527
16165,Condition,,Spray Paint,,,on stall wall and ceiling.,,0,93925
16168,Condition,,Natural Debris,,Light,at restroom.,,0,93995
16241,Condition,1,Dispensers Missing Soap,1,,,,1,94804
16351,Condition,1,Fixture Deterioration,2,,sink with constantly running water,,0,96233
16350,Condition,1,Urinals OOS,2,,,,0,96233
12781,Condition,1,Grime,1,Heavy,changing table,,1,64915
12913,Condition,,Litter,,Light,at toilet.,,,65951
12915,Condition,,,,Light,dumping at toilet.,,,65951
13006,Condition,1,Dispensers Missing Soap,1,,,,1,66653
14420,Condition,2,No Toilet Paper,2,,,,1,79319
14509,Condition,2,No Toilet Paper,2,,,,1,79923
14510,Condition,1,Dispensers Missing Soap,1,,,,1,79923
14516,Condition,1,Fixture Deterioration,1,Heavy,sink,,0,79928
14564,Condition,1,Toilets OOS,1,,clogged,,0,80198
14625,Condition,,Marker,,,on toilet paper dispenser,,0,80755
14628,Condition,4,No Toilet Paper,4,,,,1,80757
14629,Condition,1,Dispensers Missing Soap,1,,,,1,80757
14630,Condition,1,Hand Dryers Broken,1,,,,1,80757
14687,Condition,1,Hand Dryers not working,1,,,,1,81089
14688,Condition,1,Hand Dryers not working,1,,,,1,81093
14689,Condition,1,No Toilet Paper,1,,,,1,81093
14707,Condition,1,Dispensers Missing Soap,1,,,,1,81357
14708,Condition,1,No Paper Towels / Hand Dryer,1,,,,1,81357
14727,Condition,,Dispensers Missing Soap,,Heavy,,,1,81459
14728,Condition,,No Toilet Paper,,Heavy,,,1,81459
11856,Condition,,Wall Deterioration,,Moderate,on ceiling,,1,58636
17292,Condition,,Paint Uneven / Not Uniform,,Light,on wall.,,0,104632
17334,Condition,,Spray Paint,,,on outside of CS. Noted.,,0,105030
17396,Condition,1,Sinks,1,,constantly running water,,0,105591
16600,Condition,1,Wall Deterioration,2,,stall door lock broken,,0,99175
16616,Condition,,,,,,,1,99207
16614,Condition,,Ceiling Deterioration,,Light,,,0,99209
16749,Condition,,Litter,,Light,,,0,100411
16783,Condition,1,Dispensers Missing Soap,1,,,,1,100686
10370,Condition,,,,,1 toilet constantly running,,0,50714
10515,Condition,2,Marker,9,Light,on stall doors,,0,51352
10561,Condition,1,Dispensers Missing Soap,1,,,,1,51650
17415,Condition,1,Sinks OOS,1,,,,0,105791
17430,Condition,1,No Paper Towels / Hand Dryer,1,,,,1,106002
17431,Condition,1,Dispensers Missing Soap,1,,,,1,106002
13757,Condition,,Litter,,Light,in stall,,0,73903
18163,Condition,1,Dispensers Missing Soap,1,,,,1,113654
18268,Condition,1,No Toilet Paper,2,,,,1,114415
18406,Condition,,Litter,,Light,in stall,,0,115460
18412,Condition,1,Wall Deterioration,1,,stall door lock broken,,0,115526
18447,Condition,,Litter,,Light,at restroom.,,0,115828
18464,Condition,,Marker,,,on wall facing entrance,,0,116055
18505,Condition,1,Dispensers Missing Soap,1,,,,1,116387
17641,Condition,,Ceiling Deterioration,,Light,,,0,108767
15447,Condition,,Litter,,Light,in stalls,,0,88379
15445,Condition,1,Hand Dryers Broken,2,,(not working),,0,88384
15526,Condition,,Litter,,Light,scattered throughout,,0,88881
21464,Condition,1,Fixture Deterioration,1,,shelf in stall partially detached,,0,149288
18844,Condition,1,Dispensers Missing Soap,1,,,,1,119938
18859,Condition,,Wall Deterioration,,Moderate,,,0,120140
18952,Condition,1,Soap Dispensers Damaged,1,,,,0,121403
7329,Condition,1,No Paper Towels / Hand Dryer,1,,,,1,35304
2670,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,12004
2671,Condition,1,Dispensers Missing Soap,1,,,,0,12004
2777,Condition,1,Dispensers Missing Soap,1,,,,0,12740
2826,Condition,1,Dispensers Missing Soap,1,,,,0,13108
2827,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,13108
2840,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,13308
2990,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,14044
2991,Condition,1,Dispensers Missing Soap,1,,,,0,14044
1283,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,5655
1284,Condition,1,Dispensers Missing Soap,1,,,,0,5655
1309,Condition,2,Dispensers Missing Soap,2,,,,0,5806
1416,Condition,1,No Toilet Paper,1,,,,0,6373
1503,Condition,1,Dispensers Missing Soap,1,,,,0,6760
1504,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,6760
1591,Condition,1,Dispensers Missing Soap,1,,,,0,7160
1592,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,7160
1746,Condition,1,Dispensers Missing Soap,1,,,,0,7760
1747,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,7760
12061,Condition,,Litter,,Light,in toilet stall,,0,60054
8433,Condition,1,No Paper Towels / Hand Dryer,1,,women's room,,1,40551
8455,Condition,,Litter,,Light,in stall,,0,40719
8555,Condition,1,Wall Deterioration,1,,stall door lock broken,,0,41387
8738,Condition,,Fixture Deterioration,,,part of light cover missing,,0,42305
8739,Condition,2,Urinals OOS,10,,missing,,0,42305
8740,Condition,,Ceiling Deterioration,,,chipping paint,,0,42305
8814,Condition,,,,,scratch on mirror,,0,42538
8813,Condition,,,,,missing tiles at toilet,,0,42541
11400,Condition,1,Dispensers Missing Soap,1,,,,0,55459
11489,Condition,1,Dispensers Missing Soap,2,,,,1,56110
11556,Condition,,Litter,,Light,on toilet floor.,,0,56677
11570,Condition,,Litter,,Heavy,on floor.,,1,56777
12131,Condition,1,Urinals OOS,7,,,,0,60554
12285,Condition,1,Dispensers Missing Soap,1,,,,1,61425
12462,Condition,1,No Toilet Paper,4,,,,0,62629
12477,Condition,,No Toilet Paper,,,,,,62693
12478,Condition,,Dispensers Missing Soap,,,,,,62693
9465,Condition,,Spray Paint,,,om wall tile above stall,,0,45363
9466,Condition,1,Stalls Missing Doors,1,,,,0,45364
9632,Condition,,Marker,,,on wall.,,0,46182
9649,Condition,1,Dispensers Missing Soap,1,,women's room,,1,46268
9690,Condition,1,Wall Deterioration,5,,stall door locks broken,,0,46518
4047,Condition,2,Soap Globe Missing,2,,,,0,20346
4055,Condition,1,Paint Uneven / Not Uniform,1,,light,,0,20378
4158,Condition,,No Toilet Paper,,,,,0,20731
4159,Condition,,No Paper Towels / Hand Dryer,,,,,0,20731
4192,Condition,,Marker,,,,,0,20828
15733,Condition,1,No Toilet Paper,1,,,,1,90556
15734,Condition,1,Dispensers Missing Soap,1,,,,1,90556
15739,Condition,1,Toilets OOS,4,,,,0,90623
7638,Condition,2,Soap Dispensers Missing,2,,,,0,36521
7639,Condition,2,Toilet Paper Dispensers Damaged,2,,,,0,36521
7642,Condition,,Wall Deterioration,,Heavy,,,1,36521
7643,Condition,,Paint Uneven / Not Uniform,,Light,,,0,36521
7644,Condition,,Ceiling Deterioration,,Heavy,,,1,36521
7645,Condition,,Marker,,,on mirror and window,,0,36522
7648,Condition,,Ceiling Deterioration,,Light,,,0,36525
7649,Condition,,Floors Deterioration,,Light,,,0,36525
7650,Condition,,Wall Deterioration,,Light,,,0,36525
7651,Condition,1,Soap Dispensers Missing,2,,,,0,36525
7703,Condition,1,Sinks OOS,1,,no water in men's room,,0,36757
7704,Condition,2,Wall Deterioration,4,,stall door locks broken,,0,36757
7796,Condition,1,No Paper Towels / Hand Dryer,1,,,,1,37008
7797,Condition,1,Dispensers Missing Soap,1,,,,1,37008
7798,Condition,1,No Toilet Paper,3,,,,0,37008
7862,Condition,,Litter,,Light,"in stall, in urinal & adj hand dryer",,0,37240
7941,Condition,1,No Paper Towels / Hand Dryer,1,,,,1,37711
7942,Condition,1,Dispensers Missing Soap,1,,,,1,37711
7943,Condition,,,,,Bar soap present,,0,37711
14853,Condition,,Natural Debris,,Light,in restroom.,,0,82717
14854,Condition,,Litter,,Light,in restroom.,,0,82717
14856,Condition,1,No Paper Towels / Hand Dryer,1,,,,1,82718
14857,Condition,1,No Toilet Paper,2,,,,1,82718
14855,Condition,1,Hand Dryers Broken,1,,,,1,82718
14882,Condition,,Litter,,Light,scattered throughout CS,,0,82917
12572,Condition,1,No Paper Towels / Hand Dryer,1,,,,1,63230
12571,Condition,1,Dispensers Missing Soap,1,,,,1,63230
12655,Condition,1,Dispensers Missing Soap,1,,,,1,63783
12682,Condition,,,,,Scratches on mirror,,,63998
12692,Condition,,,,,Sticker on stall.,,,64198
12693,Condition,,,,,Scratches on mirror.,,,64198
12703,Condition,,,,,Scratches on mirror.,,,64266
12743,Condition,,Litter,,Heavy,shredded paper on floor & toilet,,1,64651
12907,Condition,,,,,,,,65902
12908,Condition,,,,,Light covers are missing,,,65902
3178,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,15012
3179,Condition,1,No Toilet Paper,1,,,,0,15012
14083,Condition,,Litter,,Light,in stall,,0,76969
14093,Condition,1,Urinals OOS,1,,,,0,77019
9903,Condition,1,No Paper Towels / Hand Dryer,1,,men's room,,1,47854
9924,Condition,,Litter,,Light,in stall,,0,47921
10061,Condition,1,Dispensers Missing Soap,1,,,,1,48807
10105,Condition,,Dispensers Missing Soap,,,,,1,49207
10160,Condition,,Sink in need of paint,,,,,0,49544
10331,Condition,1,Toilets OOS,4,,accessible stall locked,,0,50479
5991,Condition,,Paint Uneven / Not Uniform,,,behind toilet,,0,29170
6024,Condition,,Litter,,Light,,,0,29405
6082,Condition,,Marker,,,and scratches on Stall wall,,0,29788
6119,Condition,1,No Toilet Paper,1,,,,1,29970
6156,Condition,1,Dispensers Missing Soap,1,,,,1,30205
6165,Condition,1,Soap Dispensers Missing,1,,,,0,30288
13152,Condition,,Litter,,Light,in stall,,,68028
13244,Condition,,Soap Dispensers Missing,,,,,,68810
13278,Condition,1,No Toilet Paper,1,,,,1,69013
14986,Condition,,,,,Scratches on mirror.,,0,83921
8900,Condition,1,Dispensers Missing Soap,1,,,,1,42956
8906,Condition,,Fixture Deterioration,,,sink,,0,42973
8942,Condition,1,No Paper Towels / Hand Dryer,1,,rigged up toilet paper used as paper towel,,1,43124
8948,Condition,1,Dispensers Missing Soap,1,,women's room,,1,43173
9215,Condition,2,Dispensers Missing Soap,2,,women's room,,1,44396
9216,Condition,2,No Paper Towels / Hand Dryer,2,,women's room,,1,44396
9329,Condition,1,No Toilet Paper,1,,,,1,44846
16459,Condition,,Wall Deterioration,,,", crack on wall",,0,97689
15905,Condition,1,Dispensers Missing Soap,1,,,,1,91791
15948,Condition,,No Paper Towels / Hand Dryer,,,,,1,92024
13343,Condition,,,,,Etching on mirror,,,69414
13332,Condition,,Non-bird Feces,,Light,on toilet seat,,,69464
13338,Condition,,Litter,,Moderate,in stalls,,,69464
13346,Condition,1,Fixture Deterioration,1,,mirror missing,,,69495
13395,Condition,1,Toilets OOS,2,,,,,69831
13447,Condition,,Litter,,Light,in stall,,,70200
13567,Condition,,Litter,,Light,,,0,71567
16461,Condition,1,Toilets OOS,4,,,,0,97757
16486,Condition,,Wall Deterioration,,Heavy,window glass cracked,,0,97957
16488,Condition,,Wall Deterioration,,,interior wall damage,,0,97957
16505,Condition,,Ceiling Deterioration,,Light,,,0,98058
16506,Condition,1,,1,,Changing Tables Damaged. Cautioned by staff member(s).,,0,98058
16509,Condition,1,,1,,Dryer OOS.,,0,98058
16517,Condition,1,,1,,Soap Globe damaged.,,0,98157
16518,Condition,1,,1,,Mirror missing.,,0,98157
16520,Condition,1,,2,,Sink running constantly.,,0,98157
16519,Condition,,Stickers,,,on stall wall.,,0,98158
16550,Condition,1,Dispensers Missing Soap,1,,,,1,98644
16551,Condition,1,No Paper Towels / Hand Dryer,1,,Broken,,1,98644
